x,meanNoByzantine,upNoByzantine,lowNoByzantine,meanobsall,upobsall,lowobsall,meanCapacityLie,upCapacityLie,lowCapacityLie,meanDemandLie,upDemandLie,lowDemandLie,meanInterferenceLie,upInterferenceLie,lowInterferenceLie,meanObsNoise,upObsNoise,lowObsNoise,meanUserDirLie,upUserDirLie,lowUserDirLie
300,6996772.93,9877613.910719618,4115931.9492803807,4392519.28,6046900.290819619,2738138.2691803817,7768763.33,11015767.970322732,4521758.689677268,7052195.24,9868316.937102197,4236073.542897804,7361507.6,10439525.141527254,4283490.058472746,6063659.19,8486635.448436819,3640682.931563182,4367109.47,6119750.613352869,2614468.3266471312
310,8462076.36,12003663.92355486,4920488.796445139,5413892.82,7418089.102876067,3409696.537123933,8722431.11,12176151.25905029,5268710.96094971,8184101.0,11633385.9715895,4734816.0284105,8215101.81,11643503.723405965,4786699.8965940345,6976438.91,9505393.102101061,4447484.717898938,5223033.22,7147363.7040642835,3298702.735935716
320,8251970.66,11729690.58880692,4774250.73119308,6065789.34,8732143.783324944,3399434.8966750554,8803021.0,12361699.002509164,5244342.997490836,8190764.88,11667251.036082996,4714278.723917004,8191919.24,11661274.417104257,4722564.062895743,6632313.55,8952498.820330953,4312128.279669046,4569616.2,6368714.202086364,2770518.1979136365
330,7998629.53,11593713.008822147,4403546.051177854,5319736.88,7650349.044310408,2989124.715689592,9077228.16,12709098.352904927,5445357.967095073,7836973.42,11323913.887755299,4350032.952244701,8008462.37,11597869.381074203,4419055.358925797,6661040.25,9439399.938916434,3882680.5610835655,4476361.71,6355567.825888624,2597155.594111376
340,7778382.71,11291121.40126022,4265644.018739781,5706217.33,8106410.140331385,3306024.5196686154,8492714.79,12095106.474470744,4890323.105529254,7665404.57,11171038.588615071,4159770.5513849305,7546992.03,11041492.070656914,4052491.989343087,7258649.53,10381743.558861373,4135555.5011386275,4228627.48,5868542.837329982,2588712.1226700195
350,8396953.71,12020368.804191282,4773538.61580872,6063964.9,8640982.967908584,3486946.832091418,9854330.79,13616582.394830283,6092079.1851697145,8140983.38,11723926.056298517,4558040.703701482,8269501.21,11858633.405249856,4680369.0147501435,7646608.29,10326986.711002337,4966229.868997663,4454068.65,6307597.415827931,2600539.88417207
360,8354838.08,11840769.265861329,4868906.894138671,5793334.57,8087800.841071432,3498868.2989285677,9960612.49,13598207.56368132,6323017.416318681,8196216.23,11666429.246586323,4726003.213413677,8222297.28,11680154.159786426,4764440.400213575,7493065.94,10089460.484840676,4896671.395159324,5230396.14,7620367.15565268,2840425.124347319
370,8252678.72,11461235.750164883,5044121.689835116,6208028.12,8470110.380841073,3945945.859158927,9532838.76,12716490.273951007,6349187.2460489925,8175034.89,11380483.366188522,4969586.413811477,8181196.51,11341918.15487247,5020474.86512753,7878542.12,10404985.997484386,5352098.242515614,5242029.56,7342355.626748923,3141703.493251076
380,7529716.78,10864833.719725665,4194599.840274336,5511072.49,7950620.359566382,3071524.6204336183,8918175.89,12312837.399580752,5523514.380419249,7452826.42,10793919.24124384,4111733.59875616,7506318.42,10844433.772308378,4168203.067691623,6988417.39,9222608.703109289,4754226.076890711,4104306.5,6267880.990003277,1940732.0099967238
390,8348416.72,11809608.383532478,4887225.056467522,6358266.04,9338531.864429655,3378000.215570346,10217546.35,14012322.898423025,6422769.801576974,8185636.5,11645394.346373716,4725878.653626284,8176557.5,11632284.199871732,4720830.800128268,7433007.96,9975668.870397763,4890347.049602237,5616258.2,8068089.984728712,3164426.4152712887
400,9519156.75,13575727.34256201,5462586.1574379895,6456310.26,9349878.19224967,3562742.327750328,11150677.64,15573631.584102504,6727723.695897497,9428359.08,13484985.26306104,5371732.896938962,9552116.59,13621345.758040734,5482887.421959266,7631048.97,10222227.156695325,5039870.783304674,6080190.52,8944334.254905794,3216046.7850942053
410,9744891.74,13957900.32115126,5531883.158848741,6262351.57,8913458.329570275,3611244.810429725,11094848.69,15629681.354004432,6560016.025995567,9658140.61,13901182.706820637,5415098.513179361,9619855.85,13834968.249764696,5404743.4502353035,8011917.63,10878858.306970835,5144976.953029165,5608602.07,8158544.403398037,3058659.736601964
420,10228461.24,14301143.556180175,6155778.923819825,6438585.41,9423526.974467037,3453643.8455329626,12389382.19,17176085.535259295,7602678.844740704,10125951.04,14198722.576382168,6053179.5036178315,10208656.99,14280721.809223438,6136592.170776563,8875714.8,12248513.489183407,5502916.110816595,5855311.44,8449772.958322572,3260849.921677429
430,9886671.79,14125207.34995227,5648136.230047728,6721875.69,10100045.45326076,3343705.926739241,12063950.55,16831712.12478624,7296188.975213763,9763304.7,13964953.942404412,5561655.457595586,9797331.78,14034955.539258452,5559708.0207415465,9438590.85,13363669.843921866,5513511.856078134,5701226.65,8528470.172534313,2873983.1274656886
440,10481026.26,15204600.20042413,5757452.31957587,6050664.7,8629625.03849605,3471704.3615039513,11604516.01,16473348.956125494,6735683.063874505,10406300.23,15125279.348139152,5687321.111860848,10262048.53,14931656.09570929,5592440.964290709,9363708.92,13492355.729072217,5235062.110927782,5756112.98,8450685.815266974,3061540.144733027
450,10581270.48,15223786.484247196,5938754.475752804,6215774.68,8852403.331205511,3579146.028794488,13088949.35,18644301.803513438,7533596.896486563,10469938.38,15105684.229391322,5834192.53060868,10409343.92,15039934.61545081,5778753.224549189,9183127.4,13281275.833907664,5084978.966092338,6515726.89,9683025.186602034,3348428.593397965
460,10152829.16,14325377.338258877,5980280.981741122,6098788.3,8568823.441709805,3628753.1582901943,12289122.96,17361211.59090368,7217034.32909632,10080642.96,14284386.043266285,5876899.876733717,10095065.09,14279464.21698169,5910665.96301831,8384128.61,11685814.648055559,5082442.571944442,6756762.45,9648671.588143919,3864853.311856082
470,11079067.61,15784135.15722561,6374000.062774388,6526985.85,9039861.617137525,4014110.0828624736,13448868.48,18791140.00300719,8106596.956992813,10943034.43,15642284.530981336,6243784.329018665,10844544.22,15525850.9561374,6163237.483862601,9751941.5,13664015.341922116,5839867.6580778835,6884102.01,9896213.044316135,3871990.975683865
480,10937285.83,15520088.725396868,6354482.934603133,7109072.3,9837519.365730213,4380625.234269787,12481681.08,17515986.839232422,7447375.320767579,10984389.51,15567590.697094738,6401188.32290526,10823996.56,15402580.224385735,6245412.895614267,9879200.59,13763940.367054705,5994460.812945294,6328470.04,8915725.033037234,3741215.046962765
490,11086064.29,15438927.555414893,6733201.024585105,6316902.87,8830536.751339965,3803268.988660036,11961930.56,16677139.616254542,7246721.50374546,11078527.95,15481856.756517492,6675199.143482506,10981969.37,15334937.752474967,6629000.987525031,9677087.93,13451102.542004738,5903073.317995262,5881013.99,8042536.55027814,3719491.4297218607
500,10900866.55,15256605.611375686,6545127.488624316,5561468.99,7657555.844266709,3465382.1357332915,11676249.48,16571624.00477936,6780874.955220642,10794322.12,15172584.868513033,6416059.3714869665,10952784.8,15339482.386312442,6566087.21368756,9470531.06,13589982.955012456,5351079.164987545,5674769.89,7745037.140987923,3604502.6390120755
510,11342120.75,16023489.957061186,6660751.542938813,6958843.7,10013572.104009833,3904115.2959901667,12034373.7,17008786.95581595,7059960.44418405,11400946.84,16132647.045908643,6669246.634091357,11283399.3,15947815.494843844,6618983.105156158,10313639.86,14703518.599166682,5923761.120833317,6566598.42,9398728.081652466,3734468.758347533
520,12111825.79,17201506.380082812,7022145.199917185,7054505.7,9834079.263186865,4274932.136813136,11967052.75,16447708.693622928,7486396.806377071,11785802.99,16366690.794007625,7204915.185992376,12132065.18,17211607.405187905,7052522.954812096,11596881.02,16476497.699391678,6717264.34060832,7343535.69,10258574.220832001,4428497.159167999
530,11563939.98,16327086.95644849,6800793.003551511,6609523.71,9091769.045827035,4127278.374172964,12017701.98,16689680.999257518,7345722.960742483,11689491.93,16702697.730458817,6676286.129541183,11852325.2,16898076.716882415,6806573.6831175815,10463423.01,14989114.707367305,5937731.312632694,5890550.81,8138885.40899471,3642216.2110052896
540,11390618.81,16675154.153805805,6106083.466194196,7013339.51,10059834.578925006,3966844.4410749925,11677473.02,16140261.535801802,7214684.504198196,11267420.59,16497294.183864351,6037546.996135649,11145121.44,16417172.618382692,5873070.261617308,9580600.18,12925571.016544249,6235629.34345575,5245605.84,7426910.429110324,3064301.2508896757
550,11818590.02,16902753.590342727,6734426.449657273,6960102.97,9740890.211289631,4179315.728710368,11105594.36,15055652.162480703,7155536.557519296,11912722.92,16987983.10414906,6837462.735850941,11722837.56,16854246.53241369,6591428.58758631,9684072.83,13134206.26949044,6233939.39050956,5424206.52,7514897.492314151,3333515.547685848
560,11193628.05,16125119.445157498,6262136.654842503,7091891.23,9823940.557228807,4359841.902771193,10836393.93,14637414.674928598,7035373.185071401,11294401.34,16215689.820935361,6373112.85906464,10880439.3,15919967.976505518,5840910.623494483,10329152.86,13679026.05841289,6979279.661587107,5540780.23,7536139.163175397,3545421.2968246047
570,12520720.19,17768379.125117682,7273061.254882318,6633663.92,9032925.394132216,4234402.445867784,10836231.71,14033108.380088134,7639355.039911868,12538694.18,17790715.388317257,7286672.971682741,12058984.07,17302642.73667397,6815325.40332603,10973775.36,14696567.629204562,7250983.090795437,5507567.27,7420501.085694325,3594633.454305674
580,12222366.95,17412204.29335296,7032529.606647038,6116458.28,8166800.0425735805,4066116.51742642,11317790.23,15651181.853997827,6984398.606002173,12355638.54,17668494.69817676,7042782.381823239,11789493.2,17114307.00634058,6464679.393659418,10479206.41,14105409.977094889,6853002.842905112,5189166.04,7065490.428714339,3312841.6512856614
