step_M,oracle_raw,oracle_smooth,local_raw,local_smooth
29.399040,488.734161,846.129870,110.146797,721.424331
29.458432,330.664581,825.654864,312.547729,759.918079
29.517824,629.338562,875.647127,464.287079,855.659421
29.577216,448.702209,918.781178,303.197266,857.210636
29.636608,1744.186157,930.181884,169.251678,887.055841
29.696000,3888.310303,849.123936,288.114502,929.141204
29.755392,566.832825,822.269774,154.344864,973.843595
29.814784,2.715017,869.842696,3767.722900,1016.902527
29.874176,61.560062,896.077407,3820.860107,1016.688271
29.933568,828.443420,931.253319,220.238464,1025.370164
29.992960,1091.739380,932.888142,1123.755981,1106.932726
30.052352,1113.431030,973.265777,2548.725342,1197.549629
